cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
3.5,4.2875,4.6,3,4,3,5,3,5,3,apple
2.9,4,4.2,3.4,5,4,5,5,5,5,apple
2.8,4.235,3,2.416666667,4,3,5,2,4,5,apple
2.844444444,4.25,3.040740741,3.5,4,3,5,4,3,4,apple
3.205,4.025,4.1,4,5,5,5,5,5,5,apple
4.057142857,3.5,5,3,5,5,5,5,5,4,apple
2.844372294,4.2,3,3.7,3,3,4,2,4,1,apple
3.666666667,4.033333333,2.2,4.125,3,4,3,2,3,2,apple
2.375,4.8,3.816666667,3,4,4,4,3,3,2,apple
3.825714286,3.666666667,5,3,5,4,5,4,4,4,apple
3.866666667,4.7,5,5,5,5,5,5,3,5,apple
2.766666667,4.3,4,4,5,5,5,3,3,5,apple
3.0625,4.133333333,3,3,5,3,3,3,5,3,apple
3.428571429,4,4.4,3,5,4,4,4,4,4,apple
3.184090909,4.322222222,3.866666667,3.933333333,3,1,3,4,2,2,apple
3.32,4.216666667,4.8,3,4,3,4,4,4,3,apple
2.25,3.761111111,4,3.272727273,5,3,5,3,3,2,apple
3,4.166666667,3.8,3,4,4,4,3,3,4,apple
3,4.339285714,3.6,3,4,5,4,4,4,4,apple
3.966666667,3.866666667,3.32,3,5,3,5,4,4,5,apple
2.975,4.425,4.4,1.9125,3,3,4,2,4,2,apple
3.32,4,3.866666667,3.475,4,3,2,4,4,3,apple
3.2875,3.564285714,3,3,4,3,3,2,4,2,apple
2.788839286,3.8,3,2.725,1,1,1,1,3,2,apple
3.45,4,3,3,4,3,5,3,3,2,apple
3.7,3.896103896,3,3,5,4,5,4,2,5,apple
2.783333333,4.6,3,1.7,4,3,5,3,2,3,apple
3.145833333,3.597777778,4.8,4,5,4,5,3,3,4,apple
3.002539683,3.6,4.2,3.404761905,3,3,5,3,5,2,apple
2.6,3,3.25,3,3,2,5,1,5,3,apple
3.5,3.675,4,3.5,5,5,5,3,5,5,apple
2.333333333,3.6,1,4,5,3,5,1,1,2,apple
2.764074074,4.6,4.5,3,5,5,5,4,5,5,apple
3.088699495,3.707142857,2.8,2.833333333,3,1,2,3,4,3,apple
3.090909091,4,3,3.4,3,3,4,3,4,3,apple
2.75,3.25,2.733333333,2,3,2,5,2,4,4,apple
3.15625,3.770833333,3.2,3,3,2,4,3,4,4,apple
3.066666667,4.111111111,4,2.2,3,4,5,3,4,4,apple
3.033333333,2.812962963,4,3.75,5,5,5,4,4,4,apple
3.066666667,3.317857143,5,3,5,5,5,5,4,5,apple
3.206666667,3.6,4.6,3,5,3,4,5,4,4,apple
3.1,3.633333333,3,3,4,5,5,2,3,4,apple
2.698412698,3.524,4,3,5,3,5,4,3,4,apple
2.95625,3.769350649,4.6,3,4,5,5,5,4,4,apple
3.4,4.6,3.8,3,4,2,4,3,5,3,apple
2.425,3.918181818,3,2.966666667,4,2,4,2,3,4,apple
2.7,4.533333333,3.3,3.103703704,3,3,3,2,3,3,apple
2.425,4.6,3,5,5,none,none,none,none,none,apple
3.333333333,4.45,3,3,5,3,5,2,5,5,apple
2.722222222,3.898412698,3.6,3,4,4,4,3,4,3,apple
3.733333333,4.2,5,3,5,5,4,3,5,3,apple
3.336363636,3.437121212,3.364583333,3,5,5,5,4,4,5,apple
2.783333333,4.2,3,3,5,5,5,3,5,5,apple
2.625,4.6,4.6,3,4,3,4,3,4,3,apple
3.166666667,4.15,2.2,3.757575758,2,2,2,4,5,1,apple
3.136363636,3,3,2.866666667,3,1,4,3,2,3,apple
2.995833333,3.757142857,5,5,5,5,5,5,5,5,apple
3,3.55,3,3.45,4,3,5,2,3,4,apple
3.268672815,3.601216931,3,2.76,3,3,3,4,3,2,apple
4.4,4.4,3,3,4,4,4,4,4,4,apple
2.933333333,3.006944444,3.616666667,4,5,4,4,3,3,3,apple
2.561111111,3.6,3,3,4,2,4,3,4,3,apple
3.220833333,4.2,1.25,3,2,1,2,1,2,1,apple
3.1,4.225,4.6,3,4,4,4,4,4,4,apple
3.6,3.1,3.65,3.6,4,4,5,3,4,3,apple
2.953174603,3.665873016,4.283333333,3.763809524,3,2,3,3,3,3,apple
3.4,4.066666667,3.4,3.272727273,3,3,4,2,3,1,apple
1.6,4.333333333,4.6,3,5,5,5,5,5,5,apple
2.843253968,3.214285714,4.6,3,4,3,4,3,4,4,apple
3,3.95,3,3,2,1,3,2,2,1,apple
4,4,3.9,3,3,1,2,3,3,4,apple
3.0625,3.622916667,3.565,3,3,3,5,4,1,3,apple
4.266666667,3.482051282,4.25,4.6,4,4,4,4,2,3,apple
3,3.2,4,3,4,3,5,4,4,4,apple
3.413333333,3.707142857,4.2,3,4,4,4,4,5,3,apple
3,3.333333333,2.666666667,3,2,4,2,2,3,2,apple
2.74,4.3,3.9,3,3,2,3,1,3,1,apple
3,3.533333333,2.824242424,3.5,4,3,5,4,5,4,apple
3.431818182,4.6,3.3,3,3,3,5,3,2,5,apple
3.180555556,3,4,3,5,4,5,5,3,4,apple
3.4,3.777777778,4,3,5,5,5,5,5,5,apple
2.9,3,2.9,3,4,4,4,4,4,4,apple
3,3.316666667,3,3,2,2,5,1,4,1,apple
3.605555556,3,5,5,5,5,5,3,5,4,apple
2.942307692,3.965714286,4.6,3.35,3,3,5,1,4,2,apple
3.333333333,4.2,4,3.393333333,5,3,5,3,3,5,apple
2.966666667,3.32,4.6,2.733333333,3,3,4,3,4,2,apple
3.45,3,3,3,5,4,5,4,4,5,apple
2.954545455,4.6,3,1.2,3,3,5,4,3,4,apple
3,4.82,4,3,4,5,3,3,4,2,apple
3.333333333,3.3375,3.25,3,3,2,3,3,3,2,apple
3.84,2.875,4.4,3,3,2,3,3,2,2,apple
5,4.8,4.5,4,4,5,5,4,3,4,apple
3,4.6,4.6,3,4,3,4,2,4,4,apple
1.633333333,3.813333333,4.6,3,4,5,4,1,4,3,apple
3,4.4,4.4,4,3,3,3,3,3,3,apple
3,3.866666667,3.086363636,3,3,2,4,2,3,3,apple
4,4.5,4,3,5,3,5,5,5,4,apple
3.636363636,4.383333333,3,4,4,5,3,3,5,4,apple
2.636296296,4.466666667,4,3,5,none,none,none,none,none,apple
3.4,3.75,4.906666667,3.272727273,4,5,4,2,4,3,apple
3.28052686,3.88872549,3.875,3.307705026,2,2,3,3,5,1,apple
3,3,4.6,3,5,5,5,5,5,5,apple
3.424242424,3.125,3.4,2.82,2,1,4,1,3,1,apple
3.174074074,3.439867424,3.8625,3,4,4,4,2,2,3,apple
3.149166667,3.828214286,3.666666667,3.105555556,4,4,3,2,5,3,apple
3.24,4.157142857,3,3.328571429,3,3,3,3,4,3,apple
2.9075,4.014285714,3,3.405,2,3,2,1,4,1,apple
3.666666667,4.466666667,4.8,2.333333333,5,2,4,4,3,2,apple
3,3.254545455,3.5,3.7,2,1,4,1,3,1,apple
3.175,4.388888889,3,4,5,4,5,4,5,5,apple
3.3,4.433333333,4.6,4,4,2,5,4,5,4,apple
3.054166667,4.246666667,3.566666667,3.063888889,2,2,2,1,3,1,apple
3,4.2,4.6,3,4,5,5,3,3,3,apple
3.258333333,3.58,2.6,3,3,1,2,2,4,2,apple
4.25,3.375,5,3,5,4,5,5,5,5,apple
2.9,4.6,3.8,3.866666667,5,3,5,5,5,5,apple
3.297083333,3.518181818,3,3.048333333,4,4,3,2,3,3,apple
3,3.533333333,3.375,3.5,4,3,5,2,4,4,apple
2.7,4.4,4.6,3,4,2,4,3,4,2,apple
3,3.375,3,3,3,4,5,3,4,3,apple
3,5,5,3,5,5,5,5,5,4,apple
2.4,4.4,3,3,4,4,4,4,4,4,apple
2.831666667,3.636111111,3.696,3,4,5,5,4,5,4,apple
3.2,4.394285714,3.7,3,4,4,3,5,4,3,apple
2.957575758,4.2,4.2,3.233333333,4,3,4,3,5,3,apple
3.422222222,4.116666667,4.6,3,3,1,5,2,3,2,apple
3.368571429,3.666666667,2.933333333,3,3,3,3,2,5,2,apple
3.166666667,3.353246753,3.85,3.715454545,4,3,4,3,4,4,apple
3.20462963,3.902857143,3,3.171428571,4,1,3,1,2,3,apple
3.05,4.066666667,3,3.476190476,3,4,2,4,4,2,apple
2.9,5,4.2,3.086363636,5,4,5,5,5,4,apple
2.1,3.666666667,3.4,3.386666667,3,4,3,1,4,4,apple
3.8,4.02,4.2,3,5,3,5,5,5,5,apple
3.45,4.1,3,2.466666667,2,2,3,4,4,3,apple
4,4.6,3.8,3,5,none,none,none,none,none,apple
2.791666667,4.533333333,3.4,3,5,5,5,4,5,4,apple
2.3,4.6,3,5,5,2,3,5,4,4,apple
2.55,4.266666667,4.4,3.45,2,3,4,2,5,3,apple
3.174090909,3.68,4.6,3.936363636,4,3,5,4,3,4,apple
3,5,4.5,3,5,5,5,5,5,5,apple
3.490909091,3.15,3,3,5,5,5,5,5,5,apple
3.333333333,3.307142857,5,3,5,2,5,4,5,5,apple
2.979166667,4.3,3.375,3.5,5,2,5,4,1,4,apple
3.105,4.058333333,4,3,4,3,3,3,3,2,apple
3.318,3.394721945,3.1,3.652922078,3,2,1,3,3,2,apple
3.575,4.8,4.8,3,5,4,5,4,5,4,apple
3.538888889,3.180952381,3,3,4,4,5,3,3,5,apple
2.7,4.4,5,3,5,2,5,4,5,3,apple
2.845670996,3.035984848,5,3,5,4,5,5,5,5,apple
3.210714286,4.6,4.82,3,4,5,3,4,3,4,apple
3,3,4.6,4.4,4,1,4,4,3,3,apple
3.575,4.333333333,4.333333333,3,5,5,5,3,2,5,apple
2.85,3.8,4,2.416666667,4,4,3,3,4,2,apple
3,3,3,3,4,3,4,4,4,3,apple
3.4,4.533333333,3,3,5,4,5,3,2,5,apple
4.953125,3.272727273,5,3,4,4,3,3,4,2,apple
3,4.466666667,4.2,3,4,2,5,4,3,3,apple
3.771666667,3.74,3,3,2,5,5,2,2,1,apple
3.168214286,3.524076705,3.8,3.8625,4,4,5,1,5,1,apple
3.425,4,3.8,3,5,4,5,5,4,5,apple
2.910888889,3.75,3.7,3,4,3,4,3,4,4,apple
3,4.033333333,3.6,3.833333333,2,1,2,2,4,2,apple
3,3,4,3,5,5,5,5,5,5,apple
3.52,4.2,5,3,5,5,5,5,5,5,apple
2.666666667,3.272727273,4.4,3,3,1,4,3,none,2,apple
2.857142857,4.8,3.96,3,4,4,5,1,5,4,apple
3.933333333,4.333333333,4.6,3.5,3,2,5,3,4,3,apple
2.765238095,3.942857143,3.32,3,3,2,2,4,4,3,apple
3.14047619,3.335,2.4,4.8,5,3,5,5,4,5,apple
3.285185185,3.95,4.6,4,3,3,3,2,4,2,apple
2.75,3.9,3,3.009090909,2,1,3,2,2,3,apple
2.533333333,3,2.39,3,4,4,5,4,4,4,apple
3,3,3,3,3,2,2,3,5,2,apple
3,3.714285714,3.175,3,3,3,4,2,2,3,apple
2.7,4.6,5,3,5,5,5,5,5,5,apple
3.091666667,5,3,3,2,2,4,1,1,1,apple
3.455555556,4,3,2.866666667,3,4,4,3,2,2,apple
3,3,3.25,4,2,2,3,2,3,2,apple
3,4.2,3.6,3.6,5,4,4,4,5,5,apple
3.4,4,3,3,3,1,2,3,3,3,apple
3.1625,3.866666667,4.092857143,3,4,4,5,4,5,4,apple
3,4.6,5,3,5,5,5,5,5,5,apple
3.082638889,4,3,3,1,1,1,1,1,1,apple
3.288888889,3.9,3,3.344444444,4,4,5,4,4,4,apple
3.466666667,4.2,4,3,5,none,none,none,none,none,apple
3,3,4.4,4.05,5,3,5,5,5,5,apple
2.654,3.266666667,3.36,3,4,3,4,2,1,5,apple
3.8,3.648511905,4.6,3.516666667,5,2,5,3,4,5,apple
2.791666667,3.25,4.6,3.2,4,4,5,2,4,1,apple
2.708333333,3.8,4,3,4,3,4,4,3,3,apple
3.266666667,3.911174242,4.3,3.9,4,2,4,3,3,3,apple
2.933971292,4.182,3.25,3.296590909,3,1,5,2,4,1,apple
3.222222222,3.700108225,4.6,3.269642857,3,4,4,3,5,2,apple
3.3,3.95,4.6,3,5,3,5,5,5,5,apple
2,3,3,2.8,3,4,3,2,3,2,apple
3.226339286,4.351428571,2.866666667,3,4,3,4,4,5,2,apple
3,3.633333333,3.7,4,4,3,4,3,3,4,apple
2.657954545,3.5125,3.4,3.495238095,2,2,3,2,2,1,apple
3.292592593,3.5,3,3,2,1,2,1,3,1,apple
3,3.6,4,5,5,4,4,4,3,4,apple
2,1.8,4.6,3,4,1,4,4,4,3,apple
2,3.9,4.6,3.5,5,3,5,3,4,4,apple
3.211064426,3.65,3.2,4.6,4,3,2,5,5,3,apple
2.986111111,3.533333333,4.6,3,4,4,4,5,3,2,apple
3.597916667,4.057142857,5,3.2975,4,5,5,4,4,5,apple
3.375,4.625,2.5,3,3,2,4,4,2,4,apple
3,3.85,5,3,5,3,3,5,5,5,apple
2.940637755,3.455769231,3.6,1.975,4,5,5,2,4,4,apple
2.1,4.65,3,4.25,3,1,2,2,2,1,apple
3.4,4.8,2.8,3,1,none,none,none,none,none,apple
3,4.4,3,3,2,4,1,1,2,1,apple
2.620833333,4.4,5,4,4,4,5,4,5,4,apple
3.7,4.36,3,3,5,5,5,5,5,5,apple
3.138888889,4.1,4.15,3.6,4,2,4,2,5,3,apple
3.344444444,3.2,3.425,3,3,2,2,2,4,1,apple
4.2,4.121212121,3,2.5,2,1,2,2,4,2,apple
3.033333333,4.3,3.8125,3,4,4,4,3,4,4,apple
2.933333333,4.4,3,3.75,3,5,5,3,5,3,apple
2.48,2.95,4,3,5,4,4,4,4,5,apple
1.96,4.4,2.6,3,2,2,3,1,1,1,apple
2.914285714,3.601289683,3,3.136363636,3,2,5,1,5,1,apple
3.35625,3,2.625,3.9,3,4,2,3,2,3,apple
3,2.75,2.75,3,1,none,none,none,none,none,apple
2.8,3.8,3,3.5,4,4,5,3,4,4,apple
3.4,4.6,4,3,5,3,5,5,4,3,apple
3.333333333,3.936363636,4.6,3,4,2,4,3,3,4,apple
3.062222222,4,4.2,4.2,5,3,5,5,5,5,apple
3.533333333,4.15,3.8,3,4,4,5,5,4,4,apple
2.968333333,4.6,4.6,3,4,4,5,3,3,4,apple
3,3.9875,4.25,3,5,4,5,5,5,5,apple
2.3,4.6,4.6,3.5,4,2,4,1,2,1,apple
2.574166667,3.699242424,4.4,3.121590909,4,4,5,2,4,4,apple
2.5,3.507142857,3,3,4,3,4,4,5,4,apple
3,3.430909091,4.6,3,5,5,5,5,5,5,apple
2.45,3.933333333,3,3.32,5,5,5,4,5,4,apple
2.421296296,4.1,2,3,2,2,2,2,4,1,apple
3.6,3.375,2.7,2.8,1,2,2,2,2,1,apple
2.785833333,3.81038961,5,3.633333333,4,4,5,3,4,4,apple
2.831111111,4.325,1.8,3.1,1,3,1,1,4,1,apple
3.272222222,4.307142857,3.425,4.5625,2,none,none,none,none,none,apple
3.133333333,4.174545455,3.875,3,5,4,5,4,5,5,apple
2.628869048,3.124489796,5,2.2,3,1,5,1,3,1,apple
5,4.25,4.2,3.765625,5,5,5,5,5,5,apple
2.904166667,3.145833333,4,3,4,2,4,3,5,4,apple
3.32,3.575,2.888888889,3,4,2,4,3,4,3,apple
2.933333333,3.78,3,3,4,4,5,3,4,4,apple
4.133333333,3.765714286,3,3,5,4,5,5,5,4,apple
3.064242424,4.266666667,5,3,4,4,5,4,5,4,apple
3.4,3.2,3,3,4,3,4,3,4,4,apple
3.120186907,4.28,3.8,3.332407407,1,3,4,1,5,1,apple
3,4.6,5,4.6,5,none,none,none,none,none,apple
3,3.697222222,4.6,2.7,4,none,none,none,none,none,apple
3.201041667,4.097171717,3.628125,2.626071429,3,2,4,1,3,5,apple
3,4.466666667,2.9,3.79,5,3,4,3,3,2,apple
3.427777778,4.405714286,3.421666667,3,5,4,5,5,5,4,apple
3.333333333,4.3,3,3,5,5,5,5,5,5,apple
2.96,5,3,3.75,2,1,1,3,3,3,apple
3.1,3.436363636,4.3,3,5,4,5,3,3,4,apple
2.666666667,3.866666667,4.6,3,3,3,3,4,4,3,apple
3,4.55,3.8,3,5,4,5,4,4,5,apple
3.435714286,4,3,4.8,5,4,5,5,4,5,apple
3.136363636,4.111111111,3.4,3,4,4,4,4,4,1,apple
3.4,4.306666667,3.75,3.433333333,4,1,3,3,4,2,apple
3.157575758,4.08,4.4,3.653282828,4,4,4,2,4,3,apple
3.735714286,3.966666667,3.033333333,3.286195286,4,3,5,5,4,5,apple
3.289285714,3.333333333,3.4,3.5,3,1,1,3,3,2,apple
3.866666667,4.6,3,3,5,2,5,5,2,5,apple
3.433753501,3.339166667,3.45,3.547619048,3,4,4,3,4,4,apple
3,3.4,5,4.6,5,4,5,4,5,4,apple
2.342857143,3.354761905,5,3,5,5,5,5,5,5,apple
2.6375,3.7,3,3,4,1,4,2,4,4,apple
2.93,4,3,3,2,1,2,3,4,1,apple
3.02,4.133333333,4.733333333,2.625,5,4,5,5,4,4,apple
3.4,3.5,3,3,4,3,5,4,3,4,apple
2.841666667,3.3875,3.8,3,4,2,5,4,3,3,apple
2.8125,3.333333333,3.454545455,3,3,2,4,2,3,2,apple
3.185714286,3.822222222,4.4,3.475,1,2,1,1,4,2,apple
3.022222222,3.558333333,3.6,3.466666667,4,4,5,3,4,3,apple
3.01991342,4.333333333,4,3,5,3,5,5,5,5,apple
2.433333333,4.1,2.75,3,5,2,3,5,3,3,apple
3.571538462,3.830769231,4.6,3,3,2,5,1,2,4,apple
3,3.6,3.6,3,5,5,5,5,5,5,apple
4,4.044444444,5,5,5,4,5,4,4,4,apple
2.5,4,4.4,3,4,2,4,2,4,3,apple
2.9,4.6,2.416666667,3,4,2,4,3,4,2,apple
5,5,4.6,3,5,4,none,none,5,none,apple
3.984995671,3.607425595,3.35,3.75,3,3,5,3,3,1,apple
3.4,3.4,4.6,3,5,2,4,5,5,3,apple
2.87375,3.601515152,4.6,5,4,2,4,2,4,3,apple
3.2,4,3.6,3,5,2,5,3,3,1,apple
1.7,3,3,2.3,4,3,3,4,5,3,apple
3.8,3.95,3,3,3,4,5,2,5,2,apple
2.9,3.557575758,3,2.688888889,4,3,5,5,5,3,apple
3,3,1,3,1,1,1,1,1,1,apple
2.333333333,4.08,3,3.566666667,3,5,3,3,5,2,apple
2.294444444,3.79375,3,4.133333333,5,3,5,4,5,4,apple
3.3,3.414935065,3.6,4,3,3,3,3,3,2,apple
2.9,4.6,3,4,4,4,5,3,5,4,apple
2.6,3.1,4,3.636363636,4,2,5,4,3,3,apple
3,4.533333333,4.4,3,4,2,5,4,5,4,apple
3,3.8,3,3.272727273,3,3,3,3,5,4,apple
2.708333333,3,5,3,5,4,5,5,4,4,apple
3,3.733333333,4.6,3.357575758,3,1,4,3,4,2,apple
3.2,4.6,4.6,3,5,5,5,5,5,5,apple
3.3,4.183333333,4.1,3.033333333,5,5,5,5,4,5,apple
3.422222222,3.700491469,4.1,3.306666667,4,5,5,3,5,5,apple
3.183333333,3.377777778,5,4.4,4,5,5,4,4,4,apple
2.81875,3.602857143,3,3,3,1,3,2,4,4,apple
3.433333333,3.7,3.4,2.775,3,2,3,3,4,2,apple
2.55,3.8,3,3.5,2,4,2,3,4,1,apple
2.8125,3.272727273,2.614285714,3,4,3,3,3,3,3,apple
2.708333333,4.6,3.508333333,3,4,none,none,none,none,none,apple
2.74375,5,4,3,3,3,3,3,2,3,apple
2.833333333,3.383333333,3,3,5,3,5,5,5,3,apple
3,3.65,4,3.6,5,3,5,4,4,5,apple
2.70625,3.428571429,4.6,4,4,2,4,4,4,4,apple
3,4.6,4.05,3.05,3,4,3,3,5,2,apple
3.1875,3.75,3,3,1,1,2,1,3,1,apple
3.1375,4.011904762,3.9,3.4,4,5,5,1,5,2,apple
3,3.557142857,3,2.4,1,3,2,1,3,1,apple
2.416666667,3.541666667,4,3,5,5,5,3,5,5,apple
3.02,3.615,3,3.6,5,4,5,5,5,5,apple
3,4.4,4.6,3,5,4,4,5,5,2,apple
3,5,4.6,3,5,3,4,5,4,5,apple
3,3,3,2.3,2,1,1,1,1,1,apple
2.6,3.885714286,4.1,3,4,4,4,2,3,none,apple
2.540277778,4.3,4.866666667,3.5,2,1,3,2,3,1,apple
4.2,4.7,3,3,3,3,4,3,2,2,apple
3,4.5,3,2.866666667,2,2,3,1,5,2,apple
3.05625,4.32,4.6,3.633333333,2,3,3,1,5,2,apple
1.6,3,4.4,4,4,3,5,3,4,4,apple
3.179336735,3.866666667,3.454545455,3,4,3,5,5,3,4,apple
3.125,3.764545455,4.6,3,4,none,none,none,none,none,apple
4,3.791666667,3,3,4,4,4,4,4,4,apple
2.951449275,3.35,3.266666667,3.826515152,1,3,2,2,4,3,apple
3.2,3.447272727,4,4,4,3,5,3,5,2,apple
2.478125,4.1375,2.4,2.65,4,4,5,4,3,4,apple
3.736363636,4.5,3,3,4,4,4,4,4,4,apple
3.193333333,4.6,3.706666667,3.25,5,4,5,1,4,5,apple
2.923076923,3.804166667,3.366666667,3.2,4,3,5,3,4,4,apple
3.425,4.016666667,3,2.375,1,1,5,1,5,1,apple
3.097777778,3.404166667,3,4,3,2,3,4,4,3,apple
3.32,4,5,3,5,5,5,5,4,5,apple
2.741111111,3.7375,3.820833333,3,5,5,5,5,5,4,apple
3.5,4.8,4,4,4,4,4,3,3,4,apple
3.375,3.91,3.8,3,4,5,5,3,3,3,apple
3.1,4.266666667,3,2.933333333,3,2,4,2,2,4,apple
3.4,3.64,5,3.8,5,5,5,5,5,5,apple
3.107142857,3.331734007,4.6,3.866666667,5,4,5,4,5,5,apple
2.775793651,4.190666667,3.6,4,3,3,4,2,3,5,apple
2.750925926,3.283261183,3.242424242,3,4,2,2,2,4,2,apple
2.818181818,4.2,3.6,3.4,4,3,4,3,3,2,apple
3.79047619,3.9,3.4,2.416666667,3,3,3,2,2,2,apple
2.74047619,3.418181818,3.8,3,4,3,5,2,2,3,apple
3.733333333,3.325,3,4.4,5,3,4,4,5,4,apple
3,4.4,4.4,3,5,5,5,5,5,5,apple
3.531428571,3.7875,3,3.186111111,5,2,5,2,3,4,apple
2.275,3.9875,4.05,3.32,4,2,3,2,3,3,apple
3,4.4,4.6,5,5,5,5,3,5,5,apple
2.9,4.5,4.2,3.641666667,4,4,5,5,4,4,apple
3.152419048,3.446666667,3.707142857,4.05,5,4,5,3,4,4,apple
3,3.7,3,3,3,1,4,2,3,3,apple
3.573333333,3.6,4.4,3,4,5,5,4,5,4,apple
3.09,3.866666667,3,3,3,4,5,3,4,4,apple
3.16,4,3.8,3,4,5,5,4,2,4,apple
3.165714286,3.865714286,4.085714286,2.645833333,4,5,4,5,4,5,apple
4,3.6,3,3,5,3,3,5,5,3,apple
2.573333333,4.4,3,4.133333333,2,1,1,2,4,1,apple
3,3.833333333,3,3,3,3,4,3,4,3,apple
3,4.6,5,3,5,4,5,4,5,4,apple
2.491666667,2.966666667,3,3.7,2,1,2,2,4,1,apple
3.2,4.3,4.4,4,4,2,3,1,4,3,apple
3.104848485,4.109090909,3.8125,4.2,4,4,5,2,3,3,apple
2.95625,3.616666667,4.6,3.6,5,5,5,5,4,4,apple
3,4.2,4.6,3.1,4,3,4,3,5,3,apple
2.255555556,3.229166667,3.4,3,3,4,3,2,3,2,apple
2.997619048,4.466666667,5,3.75,2,3,4,2,4,2,apple
2,3.35,4.6,3,3,3,3,3,3,3,apple
2.999017857,4.65,4.214285714,3,4,2,5,4,4,4,apple
3,4.375,3,4.4,4,5,5,4,4,5,apple
3.15,3.963333333,2.2,3.52,3,1,3,3,5,3,apple
3.3,3.088392857,4.4,3,5,4,5,3,3,4,apple
3.906666667,3,5,3,5,5,5,2,3,4,apple
2.680555556,3.35,5,3.733333333,5,5,5,3,5,3,apple
2.855555556,3.8,3,3.066666667,4,3,2,3,4,4,apple
3,4,4.5,3,5,3,4,4,5,4,apple
3.3,4.395,4.6,3,5,4,5,5,5,5,apple
3.272727273,4.4,4.75,4,5,5,5,5,5,5,apple
3.533333333,4.3,3.5,3.571428571,3,2,4,3,3,2,apple
3.166666667,4.6,3,3.6,4,2,3,3,3,3,apple
3,5,4.15,3.4,5,3,5,5,3,4,apple
3,4.08,3,3.6,5,3,5,5,5,4,apple
2.866666667,3.65,4.6,4.4,4,3,4,4,4,4,apple
3.366666667,3.7,3.166666667,3.7,3,3,3,1,4,2,apple
3.654,4.25,3,3,3,1,3,2,2,2,apple
3,3.4,3,3,5,5,5,4,4,5,apple
3.333333333,3.783333333,5,3.85,4,4,4,3,3,4,apple
2.6,5,3,2.2125,2,2,3,1,4,1,apple
3,3.65,5,3,5,5,5,5,5,5,apple
2.857142857,4.2,4.6,4,4,4,4,3,4,3,apple
4,5,5,3.2,5,none,none,none,none,none,apple
3.109104308,4.328571429,4.4,3.54,1,2,1,1,3,1,apple
2.716666667,4.177777778,3,3.5,5,5,5,4,5,4,apple
3.06,3.279166667,3,3,5,5,5,5,5,5,apple
2.928571429,4.4,3.65,3,4,4,4,3,4,3,apple
2.25625,4.2,3,2.8,4,3,5,4,5,3,apple
2.4,4.5,3.8,3,1,3,2,1,4,1,apple
2.969444444,3.683333333,4.6,3,4,3,4,3,5,3,apple
2.9,3.35,4.4,3,5,2,4,5,4,4,apple
1,4,4,3,4,1,4,2,4,3,apple
3.516666667,4.2,3,3.180357143,4,3,4,3,3,2,apple
3.0625,4.4,5,3.5,4,4,4,4,4,3,apple
2.2,3,3,4.4,3,4,4,1,3,4,apple
4.2,3.5866,3.208333333,3.4875,4,4,4,2,5,3,apple
1,4.3,3,3.111111111,4,3,5,4,4,3,apple
3.375,5,4.6,3,5,5,5,4,4,5,apple
3.075,4.2,3.8,3,4,3,3,2,4,3,apple
3.6,3.208333333,4,5,4,3,5,4,4,4,apple
3,4.4,4.6,3,5,3,5,3,3,5,apple
3.122222222,3.64968254,4,3.65,5,5,5,5,5,5,apple
3,4,4.6,3,4,none,none,none,none,none,apple
3.3,3.766666667,4,4,3,3,2,3,4,2,apple
2.8625,4.3,4,3,5,5,5,4,5,5,apple
3.128333333,4.36,4,3,5,3,5,4,4,4,apple
3.05,4.4,3,3,3,1,3,2,3,2,apple
3,3.8,4.6,3,4,3,5,4,5,4,apple
3.098601399,3.318181818,4.3,3.243401361,4,1,5,2,5,3,apple
3,3.72,4.6,3,5,4,5,4,5,3,apple
3.066666667,3.892424242,3.7,3.6,4,3,5,3,5,4,apple
3,3.533333333,3.45,3,2,1,2,2,1,1,apple
3.625,4.6,4.6,3,3,4,3,2,3,2,apple
3,4.15,4,3,5,5,5,5,5,5,apple
3.1185,3.675,3,5,2,2,3,2,2,1,apple
3,3.666666667,3,3.5,4,2,4,2,1,3,apple
3,3,5,5,5,5,5,5,5,5,apple
4.016666667,4.258333333,5,3,5,4,4,3,4,5,apple
2.975,3.666666667,3.45,4,3,1,2,1,2,4,apple
2.73,4.2,3,2.958333333,3,3,4,3,4,3,apple
2.288888889,4.3,4.1,3,5,5,5,4,4,4,apple
2.961111111,4.3,4.6,3,3,5,3,2,3,2,apple
3.425,3.6,4.6,3,3,4,5,2,2,4,apple
2.78125,3.88,4.6,3.479761905,4,4,5,2,3,5,apple
3.169444444,3.561111111,3.953333333,3.137777778,5,5,5,3,4,2,apple
3.1,4.5,4.6,3,5,5,5,5,5,5,apple
3,3.2,5,3,5,none,none,none,none,none,apple
3.066666667,4.05,3.4,2.6,3,4,4,2,2,2,apple
3.4,4.224,3.7,3,3,2,5,2,5,3,apple
2.7,4.466666667,4.2,3.75,4,2,5,4,3,4,apple
3,4.2,2.7,3,2,5,5,1,1,2,apple
3.214285714,3.166666667,4,3,4,5,5,3,3,2,apple
3.28,3.378571429,4,3.28,4,4,4,3,5,4,apple
3.191428571,3.835064935,3.933333333,4,5,4,4,4,4,4,apple
2.9,4.6,3.508333333,4,3,3,3,3,5,3,apple
